,Teaching Activities
0,NUR313L - Concepts Professional Nur Prac (Spring Term 2020)  2020
1,NUR313L - Concepts Professional Nur Prac (Spring Term 2019)  2019
2,NUR313L - Concepts Professional Nur Prac (Fall Term 2018)  2018
3,NUR313L - Concepts Professional Nur Prac (Spring Term 2018)  2018
4,NUR313L - Concepts Professional Nur Prac (Fall Term 2017)  2017
5,NUR313L - Concepts Professional Nur Prac (Spring Term 2017)  2017
6,NUR313L - Concepts Professional Nur Prac (Fall Term 2016)  2016
