,Teaching Activities
0,NPN692L - Residency: Psychiatric NP (Summer Term 2019)  2019
1,NPN686L - Practicum II: Psychiatric NP (Spring Term 2019)  2019
2,NPN685L - Practicum I: Psychiatric NP (Fall Term 2018)  2018
3,NPN685L - Practicum I: Psychiatric NP (Fall Term 2017)  2017
