,Teaching Activities
0,GC725 - Advanced Medical Genetics (Fall Term 2015)  2015
1,GC650 - Clinical Laboratory Rotation (Summer Term 2015)  2015
2,GC725 - Advanced Medical Genetics (Fall Term 2014)  2014
3,GC650 - Clinical Laboratory Rotation (Summer Term 2014)  2014
4,MGE752 - Molecular Genomics (Fall Term 2008)  2008
