,Overview
0,"Dr. Harrell graduated in 1971 from the University of Alabama Tuscaloosa, AL with a BS degree in Chemistry and Math and minored in Biology. He graduated from the University of Alabama at Birmingham (UAB) School of Dentistry with a DMD degree in 1975. He received his certification in Orthodontics from the University of Pennsylvania in Philadelphia, PA in 1977."
