,Teaching Activities
0,NUR389L - Cncpts Adult Hlth Nur II Prac (Fall Term 2019)  2019
1,NUR389L - Cncpts Adult Hlth Nur II Prac (Fall Term 2019)  2019
2,NUR389L - Cncpts Adult Hlth Nur II Prac (Summer Term 2019)  2019
