,Teaching Activities
0,NUR313L - Concepts Professional Nur Prac (Spring Term 2021)  2021
1,NUR313L - Concepts Professional Nur Prac (Spring Term 2020)  2020
2,NUR313L - Concepts Professional Nur Prac (Fall Term 2019)  2019
3,NUR313L - Concepts Professional Nur Prac (Fall Term 2019)  2019
4,NUR313L - Concepts Professional Nur Prac (Spring Term 2019)  2019
5,NUR313L - Concepts Professional Nur Prac (Fall Term 2018)  2018
